instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_outlier,wind_cluster
14155,2012-08-17,3,1,8,23,0,5,1,3,0.64,0.2424,0.83,0.2239,21,100,121,False,Ringan
14156,2012-08-18,3,1,8,0,0,6,0,2,0.64,0.5758,0.83,0.2239,6,99,105,False,Ringan
14157,2012-08-18,3,1,8,1,0,6,0,3,0.62,0.5455,0.94,0.1642,14,78,92,False,Ringan
14158,2012-08-18,3,1,8,2,0,6,0,3,0.62,0.5606,0.88,0.1642,4,39,43,False,Ringan
14159,2012-08-18,3,1,8,3,0,6,0,1,0.62,0.5606,0.88,0.194,7,23,30,False,Ringan
14160,2012-08-18,3,1,8,4,0,6,0,1,0.62,0.5909,0.73,0.2239,5,8,13,False,Ringan
14161,2012-08-18,3,1,8,5,0,6,0,1,0.6,0.5758,0.78,0.2537,2,7,9,False,Ringan
14162,2012-08-18,3,1,8,6,0,6,0,1,0.6,0.5606,0.83,0.2239,4,23,27,False,Ringan
14163,2012-08-18,3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,12,52,64,False,Ringan
14164,2012-08-18,3,1,8,8,0,6,0,1,0.64,0.6061,0.69,0.2537,28,161,189,False,Ringan
14165,2012-08-18,3,1,8,9,0,6,0,1,0.66,0.6212,0.65,0.2836,81,211,292,False,Ringan
14166,2012-08-18,3,1,8,10,0,6,0,1,0.7,0.6515,0.54,0.1642,166,314,480,False,Ringan
14167,2012-08-18,3,1,8,11,0,6,0,1,0.72,0.6667,0.51,0.0,180,356,536,False,Ringan
14170,2012-08-18,3,1,8,14,0,6,0,1,0.76,0.6667,0.37,0.2836,242,356,598,False,Ringan
14171,2012-08-18,3,1,8,15,0,6,0,1,0.76,0.6667,0.37,0.2239,250,346,596,False,Ringan
14172,2012-08-18,3,1,8,16,0,6,0,1,0.76,0.6667,0.37,0.2537,287,354,641,False,Ringan
14173,2012-08-18,3,1,8,17,0,6,0,1,0.76,0.6667,0.37,0.2239,256,379,635,False,Ringan
14174,2012-08-18,3,1,8,18,0,6,0,1,0.74,0.6515,0.37,0.1642,225,329,554,False,Ringan
14175,2012-08-18,3,1,8,19,0,6,0,1,0.7,0.6364,0.45,0.1642,164,324,488,False,Ringan
14176,2012-08-18,3,1,8,20,0,6,0,1,0.7,0.6364,0.45,0.1045,99,242,341,False,Ringan
14177,2012-08-18,3,1,8,21,0,6,0,1,0.66,0.6212,0.61,0.0,90,248,338,False,Ringan
14178,2012-08-18,3,1,8,22,0,6,0,1,0.66,0.6212,0.61,0.0,90,171,261,False,Ringan
14179,2012-08-18,3,1,8,23,0,6,0,1,0.64,0.6061,0.65,0.0896,60,175,235,False,Ringan
14180,2012-08-19,3,1,8,0,0,0,0,1,0.66,0.6212,0.57,0.0896,44,143,187,False,Ringan
14181,2012-08-19,3,1,8,1,0,0,0,1,0.64,0.6061,0.65,0.0,29,102,131,False,Ringan
14182,2012-08-19,3,1,8,2,0,0,0,2,0.62,0.6061,0.69,0.0896,16,103,119,False,Ringan
14183,2012-08-19,3,1,8,3,0,0,0,2,0.62,0.6061,0.61,0.1642,21,34,55,False,Ringan
14184,2012-08-19,3,1,8,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,22,26,False,Ringan
14185,2012-08-19,3,1,8,5,0,0,0,2,0.6,0.5909,0.73,0.1343,3,8,11,False,Ringan
14186,2012-08-19,3,1,8,6,0,0,0,2,0.62,0.6061,0.69,0.1045,5,15,20,False,Ringan
14187,2012-08-19,3,1,8,7,0,0,0,2,0.62,0.6061,0.69,0.1343,12,29,41,False,Ringan
14188,2012-08-19,3,1,8,8,0,0,0,2,0.64,0.6061,0.69,0.1045,34,90,124,False,Ringan
14189,2012-08-19,3,1,8,9,0,0,0,2,0.66,0.6212,0.74,0.0,86,184,270,False,Ringan
14190,2012-08-19,3,1,8,10,0,0,0,2,0.68,0.6364,0.69,0.0,138,287,425,False,Ringan
14191,2012-08-19,3,1,8,11,0,0,0,3,0.64,0.5909,0.78,0.1642,83,189,272,False,Ringan
14192,2012-08-19,3,1,8,12,0,0,0,3,0.64,0.6061,0.73,0.0,112,186,298,False,Ringan
14193,2012-08-19,3,1,8,13,0,0,0,3,0.64,0.5758,0.83,0.1343,50,112,162,False,Ringan
14194,2012-08-19,3,1,8,14,0,0,0,3,0.64,0.6061,0.73,0.0,41,108,149,False,Ringan
14195,2012-08-19,3,1,8,15,0,0,0,2,0.64,0.6061,0.65,0.0,89,187,276,False,Ringan
14196,2012-08-19,3,1,8,16,0,0,0,2,0.66,0.6212,0.65,0.0,97,259,356,False,Ringan
14197,2012-08-19,3,1,8,17,0,0,0,2,0.64,0.5909,0.78,0.1045,76,267,343,False,Ringan
14198,2012-08-19,3,1,8,18,0,0,0,2,0.64,0.5909,0.78,0.1045,86,291,377,False,Ringan
14199,2012-08-19,3,1,8,19,0,0,0,2,0.64,0.6061,0.73,0.1343,72,269,341,False,Ringan
14200,2012-08-19,3,1,8,20,0,0,0,2,0.64,0.6061,0.73,0.194,61,213,274,False,Ringan
14201,2012-08-19,3,1,8,21,0,0,0,3,0.62,0.5909,0.78,0.0896,36,154,190,False,Ringan
14202,2012-08-19,3,1,8,22,0,0,0,2,0.62,0.5909,0.78,0.1642,6,50,56,False,Ringan
14203,2012-08-19,3,1,8,23,0,0,0,2,0.62,0.5909,0.73,0.0,7,39,46,False,Ringan
14204,2012-08-20,3,1,8,0,0,1,1,2,0.6,0.5606,0.83,0.1045,1,25,26,False,Ringan
14205,2012-08-20,3,1,8,1,0,1,1,1,0.6,0.5606,0.83,0.1642,0,10,10,False,Ringan
14206,2012-08-20,3,1,8,2,0,1,1,1,0.6,0.5606,0.83,0.1642,0,5,5,False,Ringan
14207,2012-08-20,3,1,8,3,0,1,1,1,0.6,0.5455,0.88,0.1045,0,3,3,False,Ringan
14208,2012-08-20,3,1,8,4,0,1,1,2,0.6,0.5606,0.83,0.0896,0,7,7,False,Ringan
14209,2012-08-20,3,1,8,5,0,1,1,2,0.6,0.5606,0.83,0.0,2,35,37,False,Ringan
14210,2012-08-20,3,1,8,6,0,1,1,2,0.6,0.5758,0.78,0.1343,6,155,161,False,Ringan
14211,2012-08-20,3,1,8,7,0,1,1,2,0.62,0.5909,0.78,0.1343,15,427,442,False,Ringan
14213,2012-08-20,3,1,8,9,0,1,1,2,0.64,0.6061,0.69,0.0,55,302,357,False,Ringan
14214,2012-08-20,3,1,8,10,0,1,1,2,0.64,0.6061,0.69,0.0896,69,124,193,False,Ringan
14215,2012-08-20,3,1,8,11,0,1,1,1,0.66,0.6212,0.65,0.1045,90,151,241,False,Ringan
14216,2012-08-20,3,1,8,12,0,1,1,2,0.66,0.6212,0.61,0.1045,66,216,282,False,Ringan
14217,2012-08-20,3,1,8,13,0,1,1,1,0.7,0.6515,0.58,0.1343,97,194,291,False,Ringan
14218,2012-08-20,3,1,8,14,0,1,1,1,0.72,0.6667,0.54,0.1642,87,188,275,False,Ringan
14219,2012-08-20,3,1,8,15,0,1,1,1,0.72,0.6667,0.54,0.2537,102,207,309,False,Ringan
14220,2012-08-20,3,1,8,16,0,1,1,1,0.72,0.6667,0.54,0.2537,103,357,460,False,Ringan
14223,2012-08-20,3,1,8,19,0,1,1,2,0.62,0.5909,0.78,0.194,33,266,299,False,Ringan
14224,2012-08-20,3,1,8,20,0,1,1,2,0.62,0.5758,0.83,0.2836,30,231,261,False,Ringan
14225,2012-08-20,3,1,8,21,0,1,1,1,0.6,0.5606,0.83,0.0,26,219,245,False,Ringan
14226,2012-08-20,3,1,8,22,0,1,1,2,0.6,0.5606,0.83,0.0,25,136,161,False,Ringan
14227,2012-08-20,3,1,8,23,0,1,1,2,0.6,0.5606,0.83,0.0,10,92,102,False,Ringan
14228,2012-08-21,3,1,8,0,0,2,1,2,0.6,0.5606,0.83,0.0896,7,52,59,False,Ringan
14229,2012-08-21,3,1,8,1,0,2,1,2,0.6,0.5606,0.83,0.1343,11,22,33,False,Ringan
14230,2012-08-21,3,1,8,2,0,2,1,2,0.58,0.5455,0.88,0.2836,1,7,8,False,Ringan
14231,2012-08-21,3,1,8,3,0,2,1,1,0.56,0.5303,0.88,0.0,0,3,3,False,Ringan
14232,2012-08-21,3,1,8,4,0,2,1,1,0.56,0.5303,0.88,0.0,0,4,4,False,Ringan
14233,2012-08-21,3,1,8,5,0,2,1,1,0.56,0.5303,0.83,0.0896,4,30,34,False,Ringan
14234,2012-08-21,3,1,8,6,0,2,1,1,0.56,0.5303,0.83,0.1045,5,164,169,False,Ringan
14235,2012-08-21,3,1,8,7,0,2,1,1,0.6,0.5758,0.78,0.1045,19,500,519,False,Ringan
14237,2012-08-21,3,1,8,9,0,2,1,1,0.64,0.6061,0.69,0.0,47,281,328,False,Ringan
14238,2012-08-21,3,1,8,10,0,2,1,1,0.66,0.6212,0.61,0.1045,58,120,178,False,Ringan
14239,2012-08-21,3,1,8,11,0,2,1,1,0.7,0.6515,0.54,0.0,61,195,256,False,Ringan
14240,2012-08-21,3,1,8,12,0,2,1,1,0.72,0.6515,0.45,0.0,79,226,305,False,Ringan
14241,2012-08-21,3,1,8,13,0,2,1,1,0.74,0.6515,0.4,0.0,76,255,331,False,Ringan
14242,2012-08-21,3,1,8,14,0,2,1,1,0.76,0.6667,0.37,0.0896,110,192,302,False,Ringan
14243,2012-08-21,3,1,8,15,0,2,1,1,0.76,0.6667,0.37,0.0,76,226,302,False,Ringan
14244,2012-08-21,3,1,8,16,0,2,1,1,0.76,0.6667,0.37,0.0,109,358,467,False,Ringan
14246,2012-08-21,3,1,8,18,0,2,1,1,0.72,0.6667,0.54,0.2239,93,532,625,False,Ringan
14247,2012-08-21,3,1,8,19,0,2,1,3,0.62,0.5909,0.73,0.1045,56,420,476,False,Ringan
14248,2012-08-21,3,1,8,20,0,2,1,1,0.64,0.6061,0.73,0.0,62,296,358,False,Ringan
14249,2012-08-21,3,1,8,21,0,2,1,1,0.64,0.6061,0.73,0.0,41,239,280,False,Ringan
14250,2012-08-21,3,1,8,22,0,2,1,1,0.64,0.5909,0.78,0.0,24,208,232,False,Ringan
14251,2012-08-21,3,1,8,23,0,2,1,1,0.62,0.5758,0.83,0.0,23,113,136,False,Ringan
14252,2012-08-22,3,1,8,0,0,3,1,1,0.62,0.5758,0.83,0.1045,9,46,55,False,Ringan
14253,2012-08-22,3,1,8,1,0,3,1,1,0.62,0.5909,0.78,0.0,1,20,21,False,Ringan
14254,2012-08-22,3,1,8,2,0,3,1,1,0.62,0.5909,0.78,0.0,7,10,17,False,Ringan
14255,2012-08-22,3,1,8,3,0,3,1,1,0.62,0.5909,0.78,0.0,0,7,7,False,Ringan
14256,2012-08-22,3,1,8,4,0,3,1,1,0.58,0.5455,0.83,0.1045,1,7,8,False,Ringan
14257,2012-08-22,3,1,8,5,0,3,1,1,0.6,0.5758,0.78,0.0,2,38,40,False,Ringan
14258,2012-08-22,3,1,8,6,0,3,1,1,0.62,0.5909,0.73,0.0,12,175,187,False,Ringan
14259,2012-08-22,3,1,8,7,0,3,1,1,0.62,0.5909,0.78,0.0,16,537,553,False,Ringan
14261,2012-08-22,3,1,8,9,0,3,1,1,0.68,0.6364,0.65,0.0,41,335,376,False,Ringan
14262,2012-08-22,3,1,8,10,0,3,1,1,0.7,0.6515,0.61,0.0896,66,159,225,False,Ringan
14263,2012-08-22,3,1,8,11,0,3,1,1,0.72,0.6667,0.58,0.0896,71,196,267,False,Ringan
14264,2012-08-22,3,1,8,12,0,3,1,1,0.74,0.6667,0.51,0.0,59,253,312,False,Ringan
14265,2012-08-22,3,1,8,13,0,3,1,1,0.76,0.6818,0.48,0.1045,74,242,316,False,Ringan
14266,2012-08-22,3,1,8,14,0,3,1,1,0.76,0.6818,0.45,0.1045,82,184,266,False,Ringan
14267,2012-08-22,3,1,8,15,0,3,1,1,0.76,0.6818,0.48,0.1343,94,222,316,False,Ringan
14268,2012-08-22,3,1,8,16,0,3,1,3,0.74,0.6818,0.55,0.2239,102,358,460,False,Ringan
14271,2012-08-22,3,1,8,19,0,3,1,2,0.66,0.6212,0.74,0.0,56,524,580,False,Ringan
14272,2012-08-22,3,1,8,20,0,3,1,1,0.64,0.6061,0.73,0.194,59,332,391,False,Ringan
14273,2012-08-22,3,1,8,21,0,3,1,1,0.64,0.6061,0.73,0.0,60,291,351,False,Ringan
14274,2012-08-22,3,1,8,22,0,3,1,1,0.64,0.6061,0.73,0.0,55,226,281,False,Ringan
14275,2012-08-22,3,1,8,23,0,3,1,1,0.64,0.5758,0.83,0.0,27,113,140,False,Ringan
14276,2012-08-23,3,1,8,0,0,4,1,1,0.64,0.5909,0.78,0.0,9,51,60,False,Ringan
14277,2012-08-23,3,1,8,1,0,4,1,1,0.62,0.5758,0.83,0.0,10,15,25,False,Ringan
14278,2012-08-23,3,1,8,2,0,4,1,1,0.62,0.5758,0.83,0.0,9,11,20,False,Ringan
14279,2012-08-23,3,1,8,3,0,4,1,1,0.62,0.5758,0.83,0.0896,3,6,9,False,Ringan
14280,2012-08-23,3,1,8,4,0,4,1,1,0.62,0.5758,0.83,0.0,0,6,6,False,Ringan
14281,2012-08-23,3,1,8,5,0,4,1,1,0.62,0.5758,0.83,0.0,1,36,37,False,Ringan
14282,2012-08-23,3,1,8,6,0,4,1,2,0.6,0.5455,0.88,0.0896,14,178,192,False,Ringan
14283,2012-08-23,3,1,8,7,0,4,1,2,0.62,0.5758,0.83,0.0896,18,463,481,False,Ringan
14285,2012-08-23,3,1,8,9,0,4,1,2,0.7,0.6515,0.7,0.0,58,354,412,False,Ringan
14286,2012-08-23,3,1,8,10,0,4,1,1,0.74,0.6818,0.58,0.0896,76,157,233,False,Ringan
14287,2012-08-23,3,1,8,11,0,4,1,1,0.76,0.6818,0.48,0.0896,86,192,278,False,Ringan
14288,2012-08-23,3,1,8,12,0,4,1,1,0.78,0.6818,0.38,0.0,97,235,332,False,Ringan
14289,2012-08-23,3,1,8,13,0,4,1,1,0.82,0.7273,0.38,0.0896,93,253,346,False,Ringan
14290,2012-08-23,3,1,8,14,0,4,1,1,0.78,0.697,0.46,0.2239,114,191,305,False,Ringan
14291,2012-08-23,3,1,8,15,0,4,1,1,0.78,0.697,0.46,0.1343,104,201,305,False,Ringan
14292,2012-08-23,3,1,8,16,0,4,1,1,0.76,0.6818,0.48,0.1642,121,344,465,False,Ringan
14295,2012-08-23,3,1,8,19,0,4,1,1,0.72,0.6667,0.51,0.0896,96,537,633,False,Ringan
14296,2012-08-23,3,1,8,20,0,4,1,1,0.7,0.6515,0.61,0.1045,70,404,474,False,Ringan
14297,2012-08-23,3,1,8,21,0,4,1,1,0.7,0.6515,0.61,0.1343,53,276,329,False,Ringan
14298,2012-08-23,3,1,8,22,0,4,1,2,0.68,0.6364,0.61,0.1045,21,177,198,False,Ringan
14299,2012-08-23,3,1,8,23,0,4,1,2,0.66,0.6212,0.69,0.0,24,133,157,False,Ringan
14300,2012-08-24,3,1,8,0,0,5,1,2,0.66,0.6212,0.69,0.0,27,84,111,False,Ringan
14301,2012-08-24,3,1,8,1,0,5,1,2,0.64,0.6061,0.73,0.0,5,37,42,False,Ringan
14302,2012-08-24,3,1,8,2,0,5,1,1,0.66,0.6212,0.69,0.0,1,15,16,False,Ringan
14303,2012-08-24,3,1,8,3,0,5,1,1,0.64,0.6061,0.73,0.0,2,6,8,False,Ringan
14304,2012-08-24,3,1,8,4,0,5,1,2,0.64,0.6061,0.73,0.0,2,6,8,False,Ringan
14305,2012-08-24,3,1,8,5,0,5,1,1,0.64,0.5909,0.78,0.0,1,37,38,False,Ringan
14306,2012-08-24,3,1,8,6,0,5,1,2,0.62,0.5758,0.83,0.0,9,142,151,False,Ringan
14307,2012-08-24,3,1,8,7,0,5,1,2,0.64,0.5909,0.78,0.0,13,412,425,False,Ringan
14309,2012-08-24,3,1,8,9,0,5,1,2,0.72,0.6667,0.58,0.0,58,331,389,False,Ringan
14310,2012-08-24,3,1,8,10,0,5,1,2,0.76,0.6818,0.48,0.0,78,184,262,False,Ringan
14311,2012-08-24,3,1,8,11,0,5,1,2,0.76,0.6818,0.48,0.1045,69,212,281,False,Ringan
14312,2012-08-24,3,1,8,12,0,5,1,2,0.76,0.6818,0.45,0.0896,95,276,371,False,Ringan
14313,2012-08-24,3,1,8,13,0,5,1,2,0.8,0.7121,0.41,0.1045,79,272,351,False,Ringan
14314,2012-08-24,3,1,8,14,0,5,1,1,0.78,0.697,0.43,0.1045,109,229,338,False,Ringan
14315,2012-08-24,3,1,8,15,0,5,1,2,0.76,0.6818,0.48,0.1343,99,251,350,False,Ringan
14316,2012-08-24,3,1,8,16,0,5,1,2,0.76,0.6818,0.48,0.1343,101,414,515,False,Ringan
14319,2012-08-24,3,1,8,19,0,5,1,2,0.72,0.6667,0.58,0.1642,106,430,536,False,Ringan
14320,2012-08-24,3,1,8,20,0,5,1,2,0.7,0.6515,0.65,0.2239,66,297,363,False,Ringan
14321,2012-08-24,3,1,8,21,0,5,1,2,0.7,0.6515,0.61,0.1642,58,248,306,False,Ringan
14322,2012-08-24,3,1,8,22,0,5,1,2,0.7,0.6515,0.61,0.0,42,209,251,False,Ringan
14323,2012-08-24,3,1,8,23,0,5,1,2,0.68,0.6364,0.69,0.0896,38,140,178,False,Ringan
14324,2012-08-25,3,1,8,0,0,6,0,2,0.7,0.6515,0.61,0.0,21,114,135,False,Ringan
14325,2012-08-25,3,1,8,1,0,6,0,2,0.68,0.6364,0.69,0.0,15,100,115,False,Ringan
14326,2012-08-25,3,1,8,2,0,6,0,2,0.66,0.6212,0.74,0.0896,18,61,79,False,Ringan
14327,2012-08-25,3,1,8,3,0,6,0,1,0.66,0.6212,0.69,0.0896,7,31,38,False,Ringan
14328,2012-08-25,3,1,8,4,0,6,0,2,0.66,0.6212,0.69,0.1045,3,9,12,False,Ringan
14329,2012-08-25,3,1,8,5,0,6,0,2,0.64,0.6061,0.73,0.1642,4,10,14,False,Ringan
14330,2012-08-25,3,1,8,6,0,6,0,2,0.64,0.5909,0.78,0.1642,5,25,30,False,Ringan
14331,2012-08-25,3,1,8,7,0,6,0,2,0.64,0.5909,0.78,0.194,14,88,102,False,Ringan
14332,2012-08-25,3,1,8,8,0,6,0,2,0.66,0.6212,0.74,0.2537,29,133,162,False,Ringan
14333,2012-08-25,3,1,8,9,0,6,0,2,0.68,0.6364,0.69,0.2836,60,228,288,False,Ringan
14334,2012-08-25,3,1,8,10,0,6,0,2,0.7,0.6515,0.65,0.2985,148,294,442,False,Ringan
14335,2012-08-25,3,1,8,11,0,6,0,2,0.72,0.6818,0.62,0.2836,143,314,457,False,Ringan
14336,2012-08-25,3,1,8,12,0,6,0,3,0.72,0.6667,0.54,0.3881,217,367,584,False,Sedang
14337,2012-08-25,3,1,8,13,0,6,0,2,0.72,0.6667,0.51,0.3582,186,331,517,False,Sedang
14338,2012-08-25,3,1,8,14,0,6,0,3,0.66,0.6212,0.65,0.2537,150,332,482,False,Ringan
14339,2012-08-25,3,1,8,15,0,6,0,2,0.64,0.6061,0.73,0.3284,79,154,233,False,Sedang
14340,2012-08-25,3,1,8,16,0,6,0,2,0.66,0.6212,0.74,0.2985,174,260,434,False,Ringan
14341,2012-08-25,3,1,8,17,0,6,0,2,0.66,0.6212,0.74,0.3284,132,271,403,False,Sedang
14342,2012-08-25,3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,122,261,383,False,Sedang
14343,2012-08-25,3,1,8,19,0,6,0,2,0.64,0.5909,0.78,0.2985,97,257,354,False,Ringan
14344,2012-08-25,3,1,8,20,0,6,0,3,0.62,0.5758,0.83,0.2537,65,176,241,False,Ringan
14345,2012-08-25,3,1,8,21,0,6,0,1,0.62,0.5758,0.83,0.3582,60,148,208,False,Sedang
14346,2012-08-25,3,1,8,22,0,6,0,1,0.62,0.5758,0.83,0.3582,46,136,182,False,Sedang
14347,2012-08-25,3,1,8,23,0,6,0,2,0.62,0.5758,0.83,0.2537,34,124,158,False,Ringan
14348,2012-08-26,3,1,8,0,0,0,0,1,0.64,0.5758,0.89,0.2537,23,111,134,False,Ringan
14349,2012-08-26,3,1,8,1,0,0,0,1,0.64,0.5758,0.89,0.194,18,116,134,False,Ringan
14350,2012-08-26,3,1,8,2,0,0,0,2,0.64,0.5758,0.89,0.2239,12,104,116,False,Ringan
14351,2012-08-26,3,1,8,3,0,0,0,2,0.64,0.5758,0.89,0.2537,11,42,53,False,Ringan
14352,2012-08-26,3,1,8,4,0,0,0,2,0.64,0.5758,0.89,0.194,5,11,16,False,Ringan
14353,2012-08-26,3,1,8,5,0,0,0,1,0.64,0.5758,0.89,0.194,3,13,16,False,Ringan
14354,2012-08-26,3,1,8,6,0,0,0,1,0.62,0.5606,0.88,0.2985,5,16,21,False,Ringan
14355,2012-08-26,3,1,8,7,0,0,0,1,0.64,0.5758,0.89,0.194,11,23,34,False,Ringan
14356,2012-08-26,3,1,8,8,0,0,0,1,0.68,0.6364,0.79,0.2836,21,112,133,False,Ringan
14357,2012-08-26,3,1,8,9,0,0,0,1,0.68,0.6364,0.79,0.2537,67,196,263,False,Ringan
14358,2012-08-26,3,1,8,10,0,0,0,1,0.74,0.697,0.66,0.3881,127,258,385,False,Sedang
14359,2012-08-26,3,1,8,11,0,0,0,1,0.74,0.697,0.66,0.3582,150,332,482,False,Sedang
14360,2012-08-26,3,1,8,12,0,0,0,3,0.72,0.697,0.74,0.3582,225,401,626,False,Sedang
14361,2012-08-26,3,1,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,166,375,541,False,Sedang
14362,2012-08-26,3,1,8,14,0,0,0,1,0.64,0.5758,0.89,0.1045,125,252,377,False,Ringan
14363,2012-08-26,3,1,8,15,0,0,0,3,0.64,0.5758,0.89,0.2836,132,259,391,False,Ringan
14364,2012-08-26,3,1,8,16,0,0,0,3,0.64,0.5758,0.89,0.2836,57,116,173,False,Ringan
14365,2012-08-26,3,1,8,17,0,0,0,1,0.64,0.5758,0.89,0.2239,61,172,233,False,Ringan
14366,2012-08-26,3,1,8,18,0,0,0,2,0.64,0.5758,0.89,0.0896,77,187,264,False,Ringan
14367,2012-08-26,3,1,8,19,0,0,0,2,0.64,0.5758,0.89,0.1642,80,212,292,False,Ringan
14368,2012-08-26,3,1,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,40,171,211,False,Ringan
14369,2012-08-26,3,1,8,21,0,0,0,1,0.64,0.5758,0.83,0.1343,26,140,166,False,Ringan
14370,2012-08-26,3,1,8,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,94,114,False,Ringan
14371,2012-08-26,3,1,8,23,0,0,0,1,0.62,0.5758,0.83,0.0896,21,59,80,False,Ringan
14372,2012-08-27,3,1,8,0,0,1,1,1,0.62,0.5758,0.83,0.0,4,28,32,False,Ringan
14373,2012-08-27,3,1,8,1,0,1,1,1,0.62,0.5606,0.88,0.0896,3,4,7,False,Ringan
14374,2012-08-27,3,1,8,2,0,1,1,1,0.62,0.5606,0.88,0.1343,0,8,8,False,Ringan
14375,2012-08-27,3,1,8,3,0,1,1,1,0.62,0.5606,0.88,0.0896,1,3,4,False,Ringan
14376,2012-08-27,3,1,8,4,0,1,1,1,0.62,0.5758,0.83,0.0,1,11,12,False,Ringan
14377,2012-08-27,3,1,8,5,0,1,1,1,0.62,0.5606,0.88,0.0,4,32,36,False,Ringan
14378,2012-08-27,3,1,8,6,0,1,1,1,0.62,0.5606,0.88,0.0,4,141,145,False,Ringan
14379,2012-08-27,3,1,8,7,0,1,1,1,0.66,0.6061,0.83,0.0,15,418,433,False,Ringan
14381,2012-08-27,3,1,8,9,0,1,1,1,0.66,0.6061,0.83,0.1045,40,302,342,False,Ringan
14382,2012-08-27,3,1,8,10,0,1,1,1,0.72,0.697,0.74,0.1343,63,143,206,False,Ringan
14383,2012-08-27,3,1,8,11,0,1,1,1,0.74,0.697,0.66,0.194,47,182,229,False,Ringan
14384,2012-08-27,3,1,8,12,0,1,1,1,0.76,0.7121,0.62,0.0,69,214,283,False,Ringan
14385,2012-08-27,3,1,8,13,0,1,1,1,0.76,0.7121,0.57,0.1642,77,211,288,False,Ringan
14386,2012-08-27,3,1,8,14,0,1,1,1,0.8,0.7424,0.49,0.0896,66,180,246,False,Ringan
14387,2012-08-27,3,1,8,15,0,1,1,1,0.8,0.7576,0.55,0.2985,77,205,282,False,Ringan
14388,2012-08-27,3,1,8,16,0,1,1,1,0.8,0.7576,0.55,0.2537,77,367,444,False,Ringan
14391,2012-08-27,3,1,8,19,0,1,1,1,0.74,0.697,0.7,0.2239,74,499,573,False,Ringan
14392,2012-08-27,3,1,8,20,0,1,1,1,0.74,0.697,0.7,0.194,50,366,416,False,Ringan
14393,2012-08-27,3,1,8,21,0,1,1,1,0.72,0.697,0.74,0.194,39,239,278,False,Ringan
14394,2012-08-27,3,1,8,22,0,1,1,1,0.7,0.6667,0.84,0.194,30,131,161,False,Ringan
14395,2012-08-27,3,1,8,23,0,1,1,1,0.7,0.6667,0.84,0.1642,35,79,114,False,Ringan
14396,2012-08-28,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.2537,9,29,38,False,Ringan
14397,2012-08-28,3,1,8,1,0,2,1,1,0.68,0.6364,0.89,0.194,4,17,21,False,Ringan
14398,2012-08-28,3,1,8,2,0,2,1,1,0.68,0.6364,0.83,0.2537,2,13,15,False,Ringan
14399,2012-08-28,3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,0,4,4,False,Ringan
14400,2012-08-28,3,1,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,2,6,8,False,Ringan
14401,2012-08-28,3,1,8,5,0,2,1,2,0.66,0.6061,0.83,0.0896,3,39,42,False,Ringan
14402,2012-08-28,3,1,8,6,0,2,1,2,0.66,0.5909,0.89,0.1045,3,144,147,False,Ringan
14403,2012-08-28,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.1045,14,255,269,False,Ringan
14405,2012-08-28,3,1,8,9,0,2,1,2,0.7,0.6667,0.79,0.1642,44,351,395,False,Ringan
14406,2012-08-28,3,1,8,10,0,2,1,1,0.74,0.6818,0.62,0.2537,39,165,204,False,Ringan
14407,2012-08-28,3,1,8,11,0,2,1,1,0.78,0.7273,0.55,0.2537,47,171,218,False,Ringan
14408,2012-08-28,3,1,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,56,241,297,False,Ringan
14409,2012-08-28,3,1,8,13,0,2,1,1,0.82,0.7424,0.43,0.2985,56,232,288,False,Ringan
14410,2012-08-28,3,1,8,14,0,2,1,1,0.84,0.7424,0.38,0.3284,72,179,251,False,Sedang
14411,2012-08-28,3,1,8,15,0,2,1,1,0.82,0.7273,0.34,0.2985,59,258,317,False,Ringan
14412,2012-08-28,3,1,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,84,396,480,False,Sedang
14415,2012-08-28,3,1,8,19,0,2,1,1,0.74,0.6667,0.45,0.1642,82,515,597,False,Ringan
14416,2012-08-28,3,1,8,20,0,2,1,1,0.72,0.6667,0.48,0.1045,87,348,435,False,Ringan
14417,2012-08-28,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,38,276,314,False,Ringan
14418,2012-08-28,3,1,8,22,0,2,1,1,0.7,0.6515,0.54,0.0,20,196,216,False,Ringan
14419,2012-08-28,3,1,8,23,0,2,1,1,0.68,0.6364,0.57,0.0,17,92,109,False,Ringan
14420,2012-08-29,3,1,8,0,0,3,1,1,0.66,0.6212,0.69,0.0,8,39,47,False,Ringan
14421,2012-08-29,3,1,8,1,0,3,1,1,0.64,0.6061,0.69,0.1343,2,12,14,False,Ringan
